acc,auc,duration,fold,framework,id,info,logloss,mode,models,models_ensemble,params,predict_duration,result,seed,tag,task,utc,version
,,221.2,1,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,4258478698,stable,Albert,2020-02-03T09:13:45,0.0.5
,,220.7,2,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,4258478699,stable,Albert,2020-02-03T09:17:26,0.0.5
,,219.6,3,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,4258478700,stable,Albert,2020-02-03T09:21:05,0.0.5
,,220.9,4,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,4258478701,stable,Albert,2020-02-03T09:24:46,0.0.5
,,218.2,5,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,4258478702,stable,Albert,2020-02-03T09:28:24,0.0.5
,,219.9,6,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,4258478703,stable,Albert,2020-02-03T09:32:04,0.0.5
,,221.3,7,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,4258478704,stable,Albert,2020-02-03T09:35:46,0.0.5
,,222.7,8,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,4258478705,stable,Albert,2020-02-03T09:39:28,0.0.5
,,218.6,9,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,4258478706,stable,Albert,2020-02-03T09:43:07,0.0.5
0.9475129999999999,0.874178,180.4,0,autogluon_nobag,openml.org/t/34539,,,local,11.0,11.0,,0.24855300000000002,0.874178,1454624937,stable,Amazon_employee_access,2020-02-03T08:33:47,0.0.5
,,1.2,1,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,1454624938,stable,Amazon_employee_access,2020-02-03T08:33:48,0.0.5
,,1.2,2,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,1454624939,stable,Amazon_employee_access,2020-02-03T08:33:49,0.0.5
,,1.2,3,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,1454624940,stable,Amazon_employee_access,2020-02-03T08:33:51,0.0.5
,,1.2,4,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,1454624941,stable,Amazon_employee_access,2020-02-03T08:33:52,0.0.5
,,1.2,5,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,1454624942,stable,Amazon_employee_access,2020-02-03T08:33:53,0.0.5
,,1.2,6,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,1454624943,stable,Amazon_employee_access,2020-02-03T08:33:54,0.0.5
,,1.2,7,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,1454624944,stable,Amazon_employee_access,2020-02-03T08:33:55,0.0.5
,,1.2,8,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,1454624945,stable,Amazon_employee_access,2020-02-03T08:33:57,0.0.5
,,1.1,9,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,1454624946,stable,Amazon_employee_access,2020-02-03T08:33:58,0.0.5
0.995,0.9947530000000001,267.2,0,autogluon_nobag,openml.org/t/168868,,,local,11.0,11.0,,0.861034,0.9947530000000001,3308990876,stable,APSFailure,2020-02-03T08:35:56,0.0.5
,,8.0,1,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,3308990877,stable,APSFailure,2020-02-03T08:36:04,0.0.5
,,8.0,2,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,3308990878,stable,APSFailure,2020-02-03T08:36:12,0.0.5
,,8.0,3,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,3308990879,stable,APSFailure,2020-02-03T08:36:20,0.0.5
,,8.1,4,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,3308990880,stable,APSFailure,2020-02-03T08:36:28,0.0.5
,,8.0,5,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,3308990881,stable,APSFailure,2020-02-03T08:36:36,0.0.5
,,7.8,6,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,3308990882,stable,APSFailure,2020-02-03T08:36:44,0.0.5
,,7.9,7,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,3308990883,stable,APSFailure,2020-02-03T08:36:52,0.0.5
,,7.9,8,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,3308990884,stable,APSFailure,2020-02-03T08:37:00,0.0.5
,,7.9,9,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,3308990885,stable,APSFailure,2020-02-03T08:37:08,0.0.5
0.8695649999999999,0.9303899999999999,11.0,0,autogluon_nobag,openml.org/t/146818,,,local,11.0,11.0,,0.13885,0.9303899999999999,1881766195,stable,Australian,2020-02-03T08:29:48,0.0.5
,,0.0,1,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,1881766196,stable,Australian,2020-02-03T08:29:48,0.0.5
,,0.0,2,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,1881766197,stable,Australian,2020-02-03T08:29:48,0.0.5
,,0.0,3,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,1881766198,stable,Australian,2020-02-03T08:29:48,0.0.5
,,0.0,4,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,1881766199,stable,Australian,2020-02-03T08:29:48,0.0.5
,,0.0,5,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,1881766200,stable,Australian,2020-02-03T08:29:48,0.0.5
,,0.0,6,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,1881766201,stable,Australian,2020-02-03T08:29:48,0.0.5
,,0.0,7,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,1881766202,stable,Australian,2020-02-03T08:29:48,0.0.5
,,0.0,8,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,1881766203,stable,Australian,2020-02-03T08:29:49,0.0.5
,,0.0,9,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,1881766204,stable,Australian,2020-02-03T08:29:49,0.0.5
0.909774,0.9392520000000001,425.3,0,autogluon_nobag,openml.org/t/14965,,,local,11.0,11.0,,2.3087299999999997,0.9392520000000001,1214980401,stable,bank-marketing,2020-02-03T08:38:05,0.0.5
,,1.9,1,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,1214980402,stable,bank-marketing,2020-02-03T08:38:07,0.0.5
,,1.9,2,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,1214980403,stable,bank-marketing,2020-02-03T08:38:09,0.0.5
,,1.9,3,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,1214980404,stable,bank-marketing,2020-02-03T08:38:11,0.0.5
,,1.9,4,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,1214980405,stable,bank-marketing,2020-02-03T08:38:13,0.0.5
,,1.9,5,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,1214980406,stable,bank-marketing,2020-02-03T08:38:14,0.0.5
,,1.8,6,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,1214980407,stable,bank-marketing,2020-02-03T08:38:16,0.0.5
,,1.8,7,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,1214980408,stable,bank-marketing,2020-02-03T08:38:18,0.0.5
,,1.8,8,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,1214980409,stable,bank-marketing,2020-02-03T08:38:20,0.0.5
,,1.8,9,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,1214980410,stable,bank-marketing,2020-02-03T08:38:22,0.0.5
0.773333,0.7792399999999999,12.2,0,autogluon_nobag,openml.org/t/10101,,,local,11.0,11.0,,0.13158499999999998,0.7792399999999999,4214708947,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,1,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,4214708948,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,2,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,4214708949,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,3,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,4214708950,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,4,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,4214708951,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,5,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,4214708952,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,6,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,4214708953,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,7,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,4214708954,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,8,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,4214708955,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
,,0.0,9,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,4214708956,stable,blood-transfusion,2020-02-03T08:29:55,0.0.5
1.0,,84.4,0,autogluon_nobag,openml.org/t/146821,,0.0012724,local,9.0,9.0,,0.059551,0.0012724,2017413427,stable,car,2020-02-03T08:31:13,0.0.5
,,0.1,1,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,2017413428,stable,car,2020-02-03T08:31:13,0.0.5
,,0.1,2,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,2017413429,stable,car,2020-02-03T08:31:13,0.0.5
,,0.1,3,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,2017413430,stable,car,2020-02-03T08:31:13,0.0.5
,,0.1,4,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,2017413431,stable,car,2020-02-03T08:31:13,0.0.5
,,0.1,5,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,2017413432,stable,car,2020-02-03T08:31:14,0.0.5
,,0.1,6,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,2017413433,stable,car,2020-02-03T08:31:14,0.0.5
,,0.1,7,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,2017413434,stable,car,2020-02-03T08:31:14,0.0.5
,,0.1,8,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,2017413435,stable,car,2020-02-03T08:31:14,0.0.5
,,0.1,9,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,2017413436,stable,car,2020-02-03T08:31:14,0.0.5
0.745387,0.8344659999999999,188.7,0,autogluon_nobag,openml.org/t/168908,,,local,11.0,11.0,,2.28938,0.8344659999999999,4255173854,stable,christine,2020-02-03T08:34:03,0.0.5
,,25.3,1,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,4255173855,stable,christine,2020-02-03T08:34:29,0.0.5
,,25.1,2,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,4255173856,stable,christine,2020-02-03T08:34:54,0.0.5
,,25.2,3,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,4255173857,stable,christine,2020-02-03T08:35:19,0.0.5
,,25.0,4,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,4255173858,stable,christine,2020-02-03T08:35:44,0.0.5
,,25.0,5,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,4255173859,stable,christine,2020-02-03T08:36:09,0.0.5
,,25.0,6,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,4255173860,stable,christine,2020-02-03T08:36:34,0.0.5
,,24.8,7,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,4255173861,stable,christine,2020-02-03T08:36:59,0.0.5
,,24.7,8,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,4255173862,stable,christine,2020-02-03T08:37:23,0.0.5
,,24.6,9,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,4255173863,stable,christine,2020-02-03T08:37:48,0.0.5
0.9537040000000001,,64.2,0,autogluon_nobag,openml.org/t/9981,,0.191053,local,11.0,11.0,,1.9887,0.191053,1681072517,stable,cnae-9,2020-02-03T08:31:07,0.0.5
,,1.3,1,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,1681072518,stable,cnae-9,2020-02-03T08:31:08,0.0.5
,,1.3,2,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,1681072519,stable,cnae-9,2020-02-03T08:31:10,0.0.5
,,1.3,3,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,1681072520,stable,cnae-9,2020-02-03T08:31:11,0.0.5
,,1.3,4,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,1681072521,stable,cnae-9,2020-02-03T08:31:12,0.0.5
,,1.3,5,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,1681072522,stable,cnae-9,2020-02-03T08:31:14,0.0.5
,,1.3,6,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,1681072523,stable,cnae-9,2020-02-03T08:31:15,0.0.5
,,1.3,7,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,1681072524,stable,cnae-9,2020-02-03T08:31:16,0.0.5
,,1.3,8,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,1681072525,stable,cnae-9,2020-02-03T08:31:17,0.0.5
,,1.3,9,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,1681072526,stable,cnae-9,2020-02-03T08:31:19,0.0.5
0.867525,,642.1,0,autogluon_nobag,openml.org/t/146195,,0.34452699999999997,local,11.0,11.0,,2.4773,0.34452699999999997,2661813217,stable,connect-4,2020-02-03T08:42:02,0.0.5
,,4.7,1,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,2661813218,stable,connect-4,2020-02-03T08:42:07,0.0.5
,,4.6,2,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,2661813219,stable,connect-4,2020-02-03T08:42:12,0.0.5
,,4.7,3,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,2661813220,stable,connect-4,2020-02-03T08:42:17,0.0.5
,,4.6,4,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,2661813221,stable,connect-4,2020-02-03T08:42:21,0.0.5
,,4.6,5,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,2661813222,stable,connect-4,2020-02-03T08:42:26,0.0.5
,,4.7,6,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,2661813223,stable,connect-4,2020-02-03T08:42:30,0.0.5
,,4.6,7,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,2661813224,stable,connect-4,2020-02-03T08:42:35,0.0.5
,,4.7,8,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,2661813225,stable,connect-4,2020-02-03T08:42:40,0.0.5
,,4.6,9,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,2661813226,stable,connect-4,2020-02-03T08:42:44,0.0.5
0.97198,,3631.9,0,autogluon_nobag,openml.org/t/7593,,0.071849,local,8.0,8.0,,8.68542,0.071849,64139047,stable,Covertype,2020-02-03T09:35:37,0.0.5
,,52.6,1,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,64139048,stable,Covertype,2020-02-03T09:36:30,0.0.5
,,52.9,2,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,64139049,stable,Covertype,2020-02-03T09:37:23,0.0.5
,,52.7,3,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,64139050,stable,Covertype,2020-02-03T09:38:15,0.0.5
,,53.0,4,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,64139051,stable,Covertype,2020-02-03T09:39:08,0.0.5
,,52.8,5,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,64139052,stable,Covertype,2020-02-03T09:40:01,0.0.5
,,53.0,6,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,64139053,stable,Covertype,2020-02-03T09:40:54,0.0.5
,,53.3,7,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,64139054,stable,Covertype,2020-02-03T09:41:47,0.0.5
,,52.6,8,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,64139055,stable,Covertype,2020-02-03T09:42:40,0.0.5
,,53.4,9,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,64139056,stable,Covertype,2020-02-03T09:43:33,0.0.5
0.76,0.16761900000000002,18.2,0,autogluon_nobag,openml.org/t/31,,,local,11.0,11.0,,0.47842799999999996,0.16761900000000002,3343116633,stable,credit-g,2020-02-03T08:30:17,0.0.5
,,0.1,1,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,3343116634,stable,credit-g,2020-02-03T08:30:17,0.0.5
,,0.1,2,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,3343116635,stable,credit-g,2020-02-03T08:30:17,0.0.5
,,0.1,3,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,3343116636,stable,credit-g,2020-02-03T08:30:17,0.0.5
,,0.1,4,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,3343116637,stable,credit-g,2020-02-03T08:30:18,0.0.5
,,0.1,5,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,3343116638,stable,credit-g,2020-02-03T08:30:18,0.0.5
,,0.1,6,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,3343116639,stable,credit-g,2020-02-03T08:30:18,0.0.5
,,0.1,7,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,3343116640,stable,credit-g,2020-02-03T08:30:18,0.0.5
