acc,auc,duration,fold,framework,id,info,logloss,mode,models,models_ensemble,params,predict_duration,result,seed,tag,task,utc,version
,,24.9,9,GoogleAutoMLTables_benchmark,openml.org/t/168868,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,1534599089,stable,APSFailure,2020-01-27T02:57:35,0.0.1
,,20.4,0,GoogleAutoMLTables_benchmark,openml.org/t/146818,ValueError: GCP AutoML tables can only be trained on datasets with >= 1000 rows,,local,,,,,,1090125242,stable,Australian,2020-01-26T19:19:15,0.0.1
,,0.0,1,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 1,,local,,,,,,1090125243,stable,Australian,2020-01-26T19:19:15,0.0.1
,,0.0,2,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 2,,local,,,,,,1090125244,stable,Australian,2020-01-26T19:19:15,0.0.1
,,0.0,3,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 3,,local,,,,,,1090125245,stable,Australian,2020-01-26T19:19:15,0.0.1
,,0.0,4,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 4,,local,,,,,,1090125246,stable,Australian,2020-01-26T19:19:16,0.0.1
,,0.0,5,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 5,,local,,,,,,1090125247,stable,Australian,2020-01-26T19:19:16,0.0.1
,,0.0,6,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 6,,local,,,,,,1090125248,stable,Australian,2020-01-26T19:19:16,0.0.1
,,0.0,7,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 7,,local,,,,,,1090125249,stable,Australian,2020-01-26T19:19:16,0.0.1
,,0.0,8,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 8,,local,,,,,,1090125250,stable,Australian,2020-01-26T19:19:16,0.0.1
,,0.0,9,GoogleAutoMLTables_benchmark,openml.org/t/146818,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,1090125251,stable,Australian,2020-01-26T19:19:16,0.0.1
0.909111,0.938284,4935.8,0,GoogleAutoMLTables_benchmark,openml.org/t/14965,,,local,-1.0,-1.0,,152.326,0.938284,158828231,stable,bank-marketing,2020-01-27T02:42:03,0.0.1
,,1.9,1,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 1,,local,,,,,,158828232,stable,bank-marketing,2020-01-27T02:42:05,0.0.1
,,1.9,2,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 2,,local,,,,,,158828233,stable,bank-marketing,2020-01-27T02:42:07,0.0.1
,,1.9,3,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 3,,local,,,,,,158828234,stable,bank-marketing,2020-01-27T02:42:09,0.0.1
,,1.9,4,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 4,,local,,,,,,158828235,stable,bank-marketing,2020-01-27T02:42:10,0.0.1
,,1.9,5,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 5,,local,,,,,,158828236,stable,bank-marketing,2020-01-27T02:42:12,0.0.1
,,1.9,6,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 6,,local,,,,,,158828237,stable,bank-marketing,2020-01-27T02:42:14,0.0.1
,,1.9,7,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 7,,local,,,,,,158828238,stable,bank-marketing,2020-01-27T02:42:16,0.0.1
,,1.9,8,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 8,,local,,,,,,158828239,stable,bank-marketing,2020-01-27T02:42:18,0.0.1
,,1.9,9,GoogleAutoMLTables_benchmark,openml.org/t/14965,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,158828240,stable,bank-marketing,2020-01-27T02:42:20,0.0.1
,,20.4,0,GoogleAutoMLTables_benchmark,openml.org/t/10101,ValueError: GCP AutoML tables can only be trained on datasets with >= 1000 rows,,local,,,,,,700498981,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,1,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 1,,local,,,,,,700498982,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,2,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 2,,local,,,,,,700498983,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,3,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 3,,local,,,,,,700498984,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,4,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 4,,local,,,,,,700498985,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,5,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 5,,local,,,,,,700498986,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,6,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 6,,local,,,,,,700498987,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,7,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 7,,local,,,,,,700498988,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,8,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 8,,local,,,,,,700498989,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
,,0.0,9,GoogleAutoMLTables_benchmark,openml.org/t/10101,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,700498990,stable,blood-transfusion,2020-01-26T19:19:15,0.0.1
1.0,,3777.6,0,GoogleAutoMLTables_benchmark,openml.org/t/146821,,0.000716802,local,-1.0,-1.0,,295.517,0.000716802,3803834984,stable,car,2020-01-26T20:22:13,0.0.1
,,0.1,1,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 1,,local,,,,,,3803834985,stable,car,2020-01-26T20:22:13,0.0.1
,,0.1,2,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 2,,local,,,,,,3803834986,stable,car,2020-01-26T20:22:13,0.0.1
,,0.1,3,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 3,,local,,,,,,3803834987,stable,car,2020-01-26T20:22:13,0.0.1
,,0.1,4,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 4,,local,,,,,,3803834988,stable,car,2020-01-26T20:22:13,0.0.1
,,0.1,5,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 5,,local,,,,,,3803834989,stable,car,2020-01-26T20:22:14,0.0.1
,,0.1,6,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 6,,local,,,,,,3803834990,stable,car,2020-01-26T20:22:14,0.0.1
,,0.1,7,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 7,,local,,,,,,3803834991,stable,car,2020-01-26T20:22:14,0.0.1
,,0.1,8,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 8,,local,,,,,,3803834992,stable,car,2020-01-26T20:22:14,0.0.1
,,0.1,9,GoogleAutoMLTables_benchmark,openml.org/t/146821,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,3803834993,stable,car,2020-01-26T20:22:14,0.0.1
,,95.9,0,GoogleAutoMLTables_benchmark,openml.org/t/168908,GoogleAPICallError: None Too many columns: 1638. Maximum number is: 1000,,local,,,,,,3168368631,stable,christine,2020-01-26T19:20:31,0.0.1
,,25.0,1,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 1,,local,,,,,,3168368632,stable,christine,2020-01-26T19:20:56,0.0.1
,,24.7,2,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 2,,local,,,,,,3168368633,stable,christine,2020-01-26T19:21:21,0.0.1
,,24.7,3,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 3,,local,,,,,,3168368634,stable,christine,2020-01-26T19:21:45,0.0.1
,,24.6,4,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 4,,local,,,,,,3168368635,stable,christine,2020-01-26T19:22:10,0.0.1
,,24.9,5,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 5,,local,,,,,,3168368636,stable,christine,2020-01-26T19:22:35,0.0.1
,,24.6,6,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 6,,local,,,,,,3168368637,stable,christine,2020-01-26T19:22:59,0.0.1
,,24.7,7,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 7,,local,,,,,,3168368638,stable,christine,2020-01-26T19:23:24,0.0.1
,,24.7,8,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 8,,local,,,,,,3168368639,stable,christine,2020-01-26T19:23:49,0.0.1
,,24.4,9,GoogleAutoMLTables_benchmark,openml.org/t/168908,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,3168368640,stable,christine,2020-01-26T19:24:13,0.0.1
,,22.0,0,GoogleAutoMLTables_benchmark,openml.org/t/9981,ValueError: GCP AutoML tables can only be trained on datasets with >= 1000 rows,,local,,,,,,4122209684,stable,cnae-9,2020-01-26T19:19:17,0.0.1
,,1.3,1,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 1,,local,,,,,,4122209685,stable,cnae-9,2020-01-26T19:19:18,0.0.1
,,1.3,2,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 2,,local,,,,,,4122209686,stable,cnae-9,2020-01-26T19:19:20,0.0.1
,,1.3,3,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 3,,local,,,,,,4122209687,stable,cnae-9,2020-01-26T19:19:21,0.0.1
,,1.3,4,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 4,,local,,,,,,4122209688,stable,cnae-9,2020-01-26T19:19:22,0.0.1
,,1.2,5,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 5,,local,,,,,,4122209689,stable,cnae-9,2020-01-26T19:19:23,0.0.1
,,1.3,6,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 6,,local,,,,,,4122209690,stable,cnae-9,2020-01-26T19:19:25,0.0.1
,,1.3,7,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 7,,local,,,,,,4122209691,stable,cnae-9,2020-01-26T19:19:26,0.0.1
,,1.3,8,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 8,,local,,,,,,4122209692,stable,cnae-9,2020-01-26T19:19:27,0.0.1
,,1.2,9,GoogleAutoMLTables_benchmark,openml.org/t/9981,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,4122209693,stable,cnae-9,2020-01-26T19:19:28,0.0.1
0.880699,,5189.5,0,GoogleAutoMLTables_benchmark,openml.org/t/146195,,0.309489,local,-1.0,-1.0,,314.649,0.309489,185663085,stable,connect-4,2020-01-27T05:10:50,0.0.1
,,4.9,1,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 1,,local,,,,,,185663086,stable,connect-4,2020-01-27T05:10:55,0.0.1
,,5.0,2,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 2,,local,,,,,,185663087,stable,connect-4,2020-01-27T05:11:00,0.0.1
,,4.8,3,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 3,,local,,,,,,185663088,stable,connect-4,2020-01-27T05:11:05,0.0.1
,,5.0,4,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 4,,local,,,,,,185663089,stable,connect-4,2020-01-27T05:11:10,0.0.1
,,4.8,5,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 5,,local,,,,,,185663090,stable,connect-4,2020-01-27T05:11:14,0.0.1
,,4.8,6,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 6,,local,,,,,,185663091,stable,connect-4,2020-01-27T05:11:19,0.0.1
,,4.9,7,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 7,,local,,,,,,185663092,stable,connect-4,2020-01-27T05:11:24,0.0.1
,,4.8,8,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 8,,local,,,,,,185663093,stable,connect-4,2020-01-27T05:11:29,0.0.1
,,5.0,9,GoogleAutoMLTables_benchmark,openml.org/t/146195,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,185663094,stable,connect-4,2020-01-27T05:11:34,0.0.1
0.93329,,5551.8,0,GoogleAutoMLTables_benchmark,openml.org/t/7593,,0.197809,local,-1.0,-1.0,,319.148,0.197809,3708363734,stable,Covertype,2020-01-27T11:01:26,0.0.1
,,52.4,1,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 1,,local,,,,,,3708363735,stable,Covertype,2020-01-27T11:02:19,0.0.1
,,52.2,2,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 2,,local,,,,,,3708363736,stable,Covertype,2020-01-27T11:03:11,0.0.1
,,52.4,3,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 3,,local,,,,,,3708363737,stable,Covertype,2020-01-27T11:04:03,0.0.1
,,52.5,4,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 4,,local,,,,,,3708363738,stable,Covertype,2020-01-27T11:04:56,0.0.1
,,52.4,5,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 5,,local,,,,,,3708363739,stable,Covertype,2020-01-27T11:05:48,0.0.1
,,52.6,6,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 6,,local,,,,,,3708363740,stable,Covertype,2020-01-27T11:06:41,0.0.1
,,54.1,7,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 7,,local,,,,,,3708363741,stable,Covertype,2020-01-27T11:07:35,0.0.1
,,52.7,8,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 8,,local,,,,,,3708363742,stable,Covertype,2020-01-27T11:08:28,0.0.1
,,52.4,9,GoogleAutoMLTables_benchmark,openml.org/t/7593,AssertionError: config.fold must be 0 when running AutoML Tables! Value: 9,,local,,,,,,3708363743,stable,Covertype,2020-01-27T11:09:20,0.0.1
,,19.0,0,GoogleAutoMLTables_benchmark,openml.org/t/31,ValueError: GCP AutoML tables can only be trained on datasets with >= 1000 rows,,local,,,,,,2452074617,stable,credit-g,2020-01-26T19:54:58,0.0.1
